name,path,sha,size,url,html_url,git_url,download_url,type,City,topic
  kickoff intro,  kickoff intro,5edd7f9c42b8238fbaf5ba7bd3dd90693cf2350c,0,https://api.github.com/repos/rladies/meetup-presentations_nashville/contents/2016-11-07_kickoff-intro?ref=master,https://github.com/rladies/meetup-presentations_nashville/tree/master/2016-11-07_kickoff-intro,https://api.github.com/repos/rladies/meetup-presentations_nashville/git/trees/5edd7f9c42b8238fbaf5ba7bd3dd90693cf2350c,NA,dir,Nashville,Intro
  intro shiny,  intro shiny,85c580f670dccf8b57bf53d2f25c6cbe7814f0dc,0,https://api.github.com/repos/rladies/meetup-presentations_nashville/contents/2017-03-21_intro_shiny?ref=master,https://github.com/rladies/meetup-presentations_nashville/tree/master/2017-03-21_intro_shiny,https://api.github.com/repos/rladies/meetup-presentations_nashville/git/trees/85c580f670dccf8b57bf53d2f25c6cbe7814f0dc,NA,dir,Nashville,shiny
  intro purrr,  intro purrr,4dfe46721fff41dd97c8484cc519275e718187b0,0,https://api.github.com/repos/rladies/meetup-presentations_nashville/contents/2017-11-13_intro_purrr?ref=master,https://github.com/rladies/meetup-presentations_nashville/tree/master/2017-11-13_intro_purrr,https://api.github.com/repos/rladies/meetup-presentations_nashville/git/trees/4dfe46721fff41dd97c8484cc519275e718187b0,NA,dir,Nashville,purrr
  r package development,  r package development,bfbddfafcb9b4cc3587ebd082ad3012a78fd1d06,0,https://api.github.com/repos/rladies/meetup-presentations_nashville/contents/2019-09-16_r_package_development?ref=master,https://github.com/rladies/meetup-presentations_nashville/tree/master/2019-09-16_r_package_development,https://api.github.com/repos/rladies/meetup-presentations_nashville/git/trees/bfbddfafcb9b4cc3587ebd082ad3012a78fd1d06,NA,dir,Nashville,Package
dplyr ,dplyr ,80d1d19648c4e2e035fd6870e986ba9ae195336d,69609,https://api.github.com/repos/rladies/meetup-presentations_orlando/contents/dplyr_2.pdf?ref=master,https://github.com/rladies/meetup-presentations_orlando/blob/master/dplyr_2.pdf,https://api.github.com/repos/rladies/meetup-presentations_orlando/git/blobs/80d1d19648c4e2e035fd6870e986ba9ae195336d,https://raw.githubusercontent.com/rladies/meetup-presentations_orlando/master/dplyr_2.pdf,file,Orlando,dplyr
dplyr part,dplyr part,b4f54267765f43685382c7892b7c94a69ff5a104,5482,https://api.github.com/repos/rladies/meetup-presentations_orlando/contents/dplyr_part1.R?ref=master,https://github.com/rladies/meetup-presentations_orlando/blob/master/dplyr_part1.R,https://api.github.com/repos/rladies/meetup-presentations_orlando/git/blobs/b4f54267765f43685382c7892b7c94a69ff5a104,https://raw.githubusercontent.com/rladies/meetup-presentations_orlando/master/dplyr_part1.R,file,Orlando,dplyr
data tidying Mo,data tidying Mo,1b39e5c7872657d7a9697cbef70dbff4e46ef965,0,https://api.github.com/repos/rladies/meetup-presentations_oslo/contents/data_tidying_Mo?ref=master,https://github.com/rladies/meetup-presentations_oslo/tree/master/data_tidying_Mo,https://api.github.com/repos/rladies/meetup-presentations_oslo/git/trees/1b39e5c7872657d7a9697cbef70dbff4e46ef965,NA,dir,Oslo,tidyverse
shiny workshop,shiny workshop,85f2bb81f0e6b13bb8060c843503e6c2ab54f506,0,https://api.github.com/repos/rladies/meetup-presentations_oslo/contents/shiny-workshop?ref=master,https://github.com/rladies/meetup-presentations_oslo/tree/master/shiny-workshop,https://api.github.com/repos/rladies/meetup-presentations_oslo/git/trees/85f2bb81f0e6b13bb8060c843503e6c2ab54f506,NA,dir,Oslo,shiny
topic model,topic model,29ae1dabb79d94829851c9f5613fcccede9913c0,0,https://api.github.com/repos/rladies/meetup-presentations_oslo/contents/topic_model?ref=master,https://github.com/rladies/meetup-presentations_oslo/tree/master/topic_model,https://api.github.com/repos/rladies/meetup-presentations_oslo/git/trees/29ae1dabb79d94829851c9f5613fcccede9913c0,NA,dir,Oslo,Modelling
Introduction dplyr,Introduction dplyr,221ecb9c4e4bd20122962df7d2b780c8c342fba1,0,https://api.github.com/repos/rladies/meetup-presentations_rotterdam/contents/Introduction%20dplyr?ref=master,https://github.com/rladies/meetup-presentations_rotterdam/tree/master/Introduction%20dplyr,https://api.github.com/repos/rladies/meetup-presentations_rotterdam/git/trees/221ecb9c4e4bd20122962df7d2b780c8c342fba1,NA,dir,Rotterdam,dplyr
Introduction git,Introduction git,2b95305d86a645033456190970f15380a1fdfc9f,0,https://api.github.com/repos/rladies/meetup-presentations_rotterdam/contents/Introduction%20git?ref=master,https://github.com/rladies/meetup-presentations_rotterdam/tree/master/Introduction%20git,https://api.github.com/repos/rladies/meetup-presentations_rotterdam/git/trees/2b95305d86a645033456190970f15380a1fdfc9f,NA,dir,Rotterdam,git
Tidyverse special edition. Workshop,Tidyverse special edition. Workshop,a603229237fbdc1b91301558236d7dc2cf5e6e49,0,https://api.github.com/repos/rladies/meetup-presentations_rotterdam/contents/Tidyverse%20special%20edition.%20Workshop?ref=master,https://github.com/rladies/meetup-presentations_rotterdam/tree/master/Tidyverse%20special%20edition.%20Workshop,https://api.github.com/repos/rladies/meetup-presentations_rotterdam/git/trees/a603229237fbdc1b91301558236d7dc2cf5e6e49,NA,dir,Rotterdam,tidyverse
  data viz ggplot,  data viz ggplot,f58939d5f9276aec67302416c1e0cbc141a2268e,0,https://api.github.com/repos/rladies/meetup-presentations_rtp/contents/2016-10-15-data-viz-ggplot2?ref=master,https://github.com/rladies/meetup-presentations_rtp/tree/master/2016-10-15-data-viz-ggplot2,https://api.github.com/repos/rladies/meetup-presentations_rtp/git/trees/f58939d5f9276aec67302416c1e0cbc141a2268e,NA,dir,RTP,ggplot
  rmarkdown,  rmarkdown,0b1b52cfe6ff568c09127ed02c94343329928f53,0,https://api.github.com/repos/rladies/meetup-presentations_rtp/contents/2016-12-13-rmarkdown?ref=master,https://github.com/rladies/meetup-presentations_rtp/tree/master/2016-12-13-rmarkdown,https://api.github.com/repos/rladies/meetup-presentations_rtp/git/trees/0b1b52cfe6ff568c09127ed02c94343329928f53,NA,dir,RTP,rmarkdown
  rgitgithub,  rgitgithub,2fa02687326640ba650fd60ed6d51aa7648f7e1f,0,https://api.github.com/repos/rladies/meetup-presentations_rtp/contents/2017-02-09-rgitgithub?ref=master,https://github.com/rladies/meetup-presentations_rtp/tree/master/2017-02-09-rgitgithub,https://api.github.com/repos/rladies/meetup-presentations_rtp/git/trees/2fa02687326640ba650fd60ed6d51aa7648f7e1f,NA,dir,RTP,git
  shiny,  shiny,09562b3461a3cc8f4bcd949e1950fb7c43d7c687,0,https://api.github.com/repos/rladies/meetup-presentations_rtp/contents/2017-03-09-shiny?ref=master,https://github.com/rladies/meetup-presentations_rtp/tree/master/2017-03-09-shiny,https://api.github.com/repos/rladies/meetup-presentations_rtp/git/trees/09562b3461a3cc8f4bcd949e1950fb7c43d7c687,NA,dir,RTP,shiny
  purrr,  purrr,3880ec54852de02c383621bf0c533480349e396c,0,https://api.github.com/repos/rladies/meetup-presentations_rtp/contents/2017-10-26-purrr?ref=master,https://github.com/rladies/meetup-presentations_rtp/tree/master/2017-10-26-purrr,https://api.github.com/repos/rladies/meetup-presentations_rtp/git/trees/3880ec54852de02c383621bf0c533480349e396c,NA,dir,RTP,purrr
  ggplot,  ggplot,6f8af2af8386a5b9538d25b85122f16fce95d4e3,0,https://api.github.com/repos/rladies/meetup-presentations_rtp/contents/2019-03-06-ggplot2?ref=master,https://github.com/rladies/meetup-presentations_rtp/tree/master/2019-03-06-ggplot2,https://api.github.com/repos/rladies/meetup-presentations_rtp/git/trees/6f8af2af8386a5b9538d25b85122f16fce95d4e3,NA,dir,RTP,ggplot
  blogdown,  blogdown,38bc007818b594019de08f343d9463ac09e6d847,0,https://api.github.com/repos/rladies/meetup-presentations_rtp/contents/2019-06-27-blogdown?ref=master,https://github.com/rladies/meetup-presentations_rtp/tree/master/2019-06-27-blogdown,https://api.github.com/repos/rladies/meetup-presentations_rtp/git/trees/38bc007818b594019de08f343d9463ac09e6d847,NA,dir,RTP,blogdown
  rmarkdown,  rmarkdown,3c589f01a43fe7dab4f9d8093179c5b052d40825,0,https://api.github.com/repos/rladies/meetup-presentations_rtp/contents/2019-07-31-rmarkdown?ref=master,https://github.com/rladies/meetup-presentations_rtp/tree/master/2019-07-31-rmarkdown,https://api.github.com/repos/rladies/meetup-presentations_rtp/git/trees/3c589f01a43fe7dab4f9d8093179c5b052d40825,NA,dir,RTP,rmarkdown
  rmarkdown,  rmarkdown,bc31effdf6efd7c251eccf523ab7a53cc40d3a33,0,https://api.github.com/repos/rladies/meetup-presentations_sandiego/contents/2017-07-13_rmarkdown?ref=master,https://github.com/rladies/meetup-presentations_sandiego/tree/master/2017-07-13_rmarkdown,https://api.github.com/repos/rladies/meetup-presentations_sandiego/git/trees/bc31effdf6efd7c251eccf523ab7a53cc40d3a33,NA,dir,Sandiego,rmarkdown
  shiny,  shiny,9484eb1621cfda0298dea12038b6f54c0103e3d3,0,https://api.github.com/repos/rladies/meetup-presentations_sandiego/contents/2017-09-20_shiny?ref=master,https://github.com/rladies/meetup-presentations_sandiego/tree/master/2017-09-20_shiny,https://api.github.com/repos/rladies/meetup-presentations_sandiego/git/trees/9484eb1621cfda0298dea12038b6f54c0103e3d3,NA,dir,Sandiego,shiny
  ggplotmaps,  ggplotmaps,dd1e4c4d41f7906c7e058611f7ff8af7cafae50d,0,https://api.github.com/repos/rladies/meetup-presentations_sandiego/contents/2017-12-12_ggplot2maps?ref=master,https://github.com/rladies/meetup-presentations_sandiego/tree/master/2017-12-12_ggplot2maps,https://api.github.com/repos/rladies/meetup-presentations_sandiego/git/trees/dd1e4c4d41f7906c7e058611f7ff8af7cafae50d,NA,dir,Sandiego,spatial
  blogdown,  blogdown,64e07728c2a32b4523c31cdd781ce88f7f43c797,0,https://api.github.com/repos/rladies/meetup-presentations_sandiego/contents/2018-07-05_blogdown?ref=master,https://github.com/rladies/meetup-presentations_sandiego/tree/master/2018-07-05_blogdown,https://api.github.com/repos/rladies/meetup-presentations_sandiego/git/trees/64e07728c2a32b4523c31cdd781ce88f7f43c797,NA,dir,Sandiego,blogdown
  web scraping,  web scraping,11200475fdf5ddbd0bb7ebedeeea40210f78cfbf,0,https://api.github.com/repos/rladies/meetup-presentations_sandiego/contents/2018-10-23_web_scraping?ref=master,https://github.com/rladies/meetup-presentations_sandiego/tree/master/2018-10-23_web_scraping,https://api.github.com/repos/rladies/meetup-presentations_sandiego/git/trees/11200475fdf5ddbd0bb7ebedeeea40210f78cfbf,NA,dir,Sandiego,Web scrapping
  Shiny Katie,  Shiny Katie,f53136619d0ad21ae9da40e1dbbc79c342d550fc,0,https://api.github.com/repos/rladies/meetup-presentations_sandiego/contents/2019-05-28_Shiny-Katie?ref=master,https://github.com/rladies/meetup-presentations_sandiego/tree/master/2019-05-28_Shiny-Katie,https://api.github.com/repos/rladies/meetup-presentations_sandiego/git/trees/f53136619d0ad21ae9da40e1dbbc79c342d550fc,NA,dir,Sandiego,shiny
  Friendly introduction to writing a R Package,  Friendly introduction to writing a R Package,ff3a351ba5b9d9c0d989b4caa415d36d9e03050f,0,https://api.github.com/repos/rladies/meetup-presentations_sanfrancisco/contents/2019-02-07_Friendly_introduction_to_writing_a_R-Package?ref=master,https://github.com/rladies/meetup-presentations_sanfrancisco/tree/master/2019-02-07_Friendly_introduction_to_writing_a_R-Package,https://api.github.com/repos/rladies/meetup-presentations_sanfrancisco/git/trees/ff3a351ba5b9d9c0d989b4caa415d36d9e03050f,NA,dir,Sanfrancisco,Intro
   intro to tidyverse,   intro to tidyverse,f0f16ea0cd648e3c6ee17c3c77b6172182f7dfd2,0,https://api.github.com/repos/rladies/meetup-presentations_santabarbara/contents/2019_05_15_intro_to_tidyverse?ref=gh-pages,https://github.com/rladies/meetup-presentations_santabarbara/tree/gh-pages/2019_05_15_intro_to_tidyverse,https://api.github.com/repos/rladies/meetup-presentations_santabarbara/git/trees/f0f16ea0cd648e3c6ee17c3c77b6172182f7dfd2,NA,dir,Santabarbara,tidyverse
   shiny basics,   shiny basics,012eebd8c9373134df18c19e02ab573dfe815d0f,0,https://api.github.com/repos/rladies/meetup-presentations_santabarbara/contents/2019_10_30_shiny_basics?ref=gh-pages,https://github.com/rladies/meetup-presentations_santabarbara/tree/gh-pages/2019_10_30_shiny_basics,https://api.github.com/repos/rladies/meetup-presentations_santabarbara/git/trees/012eebd8c9373134df18c19e02ab573dfe815d0f,NA,dir,Santabarbara,shiny
R Ladies   Presentación modelos mixtos ITES,R Ladies   Presentación modelos mixtos ITES,4282d9003f8085232cd926e893548f1797b61abd,481538,https://api.github.com/repos/rladies/meetup-presentations_santarosa/contents/R-Ladies%20-%20Presentaci%C3%B3n%20modelos%20mixtos_ITES.pptx?ref=master,https://github.com/rladies/meetup-presentations_santarosa/blob/master/R-Ladies%20-%20Presentaci%C3%B3n%20modelos%20mixtos_ITES.pptx,https://api.github.com/repos/rladies/meetup-presentations_santarosa/git/blobs/4282d9003f8085232cd926e893548f1797b61abd,https://raw.githubusercontent.com/rladies/meetup-presentations_santarosa/master/R-Ladies%20-%20Presentaci%C3%B3n%20modelos%20mixtos_ITES.pptx,file,Santarosa,Modelling
   intro R,   intro R,f4507439af17bf6e58933c528c951e68bcfe057f,0,https://api.github.com/repos/rladies/meetup-presentations_sarasota/contents/2018_01_29_intro_R?ref=master,https://github.com/rladies/meetup-presentations_sarasota/tree/master/2018_01_29_intro_R,https://api.github.com/repos/rladies/meetup-presentations_sarasota/git/trees/f4507439af17bf6e58933c528c951e68bcfe057f,NA,dir,Sarasota,Intro
   Data Viz ggplot,   Data Viz ggplot,c4c5f189a7cca99fe0c2546069d3e3c358339cb5,0,https://api.github.com/repos/rladies/meetup-presentations_sarasota/contents/2018_03_26_Data_Viz_ggplot2?ref=master,https://github.com/rladies/meetup-presentations_sarasota/tree/master/2018_03_26_Data_Viz_ggplot2,https://api.github.com/repos/rladies/meetup-presentations_sarasota/git/trees/c4c5f189a7cca99fe0c2546069d3e3c358339cb5,NA,dir,Sarasota,ggplot
intro r,intro r,a6c53a472015395a1a54f0dcf9dafffa195e0852,868,https://api.github.com/repos/rladies/meetup-presentations_sarasota/contents/intro_r.Rmd?ref=master,https://github.com/rladies/meetup-presentations_sarasota/blob/master/intro_r.Rmd,https://api.github.com/repos/rladies/meetup-presentations_sarasota/git/blobs/a6c53a472015395a1a54f0dcf9dafffa195e0852,https://raw.githubusercontent.com/rladies/meetup-presentations_sarasota/master/intro_r.Rmd,file,Sarasota,Intro
Getting Started with Shiny,Getting Started with Shiny,ad97c69674e6efab84aed6cb7dd40963260ab11a,5441996,https://api.github.com/repos/rladies/meetup-presentations_stockholm/contents/Getting%20Started%20with%20Shiny.pptx?ref=master,https://github.com/rladies/meetup-presentations_stockholm/blob/master/Getting%20Started%20with%20Shiny.pptx,https://api.github.com/repos/rladies/meetup-presentations_stockholm/git/blobs/ad97c69674e6efab84aed6cb7dd40963260ab11a,https://raw.githubusercontent.com/rladies/meetup-presentations_stockholm/master/Getting%20Started%20with%20Shiny.pptx,file,Stockholm,shiny
Getting Started with Shiny.zip,Getting Started with Shiny.zip,fab1b6ab6a282f5adb5bae36ffba7955bd20062b,6149705,https://api.github.com/repos/rladies/meetup-presentations_stockholm/contents/Getting%20Started%20with%20Shiny.zip?ref=master,https://github.com/rladies/meetup-presentations_stockholm/blob/master/Getting%20Started%20with%20Shiny.zip,https://api.github.com/repos/rladies/meetup-presentations_stockholm/git/blobs/fab1b6ab6a282f5adb5bae36ffba7955bd20062b,https://raw.githubusercontent.com/rladies/meetup-presentations_stockholm/master/Getting%20Started%20with%20Shiny.zip,file,Stockholm,shiny
Ggplot.zip,Ggplot.zip,01ba633860d86f3a7bfa2199723baab8c8f5bd8e,745024,https://api.github.com/repos/rladies/meetup-presentations_stockholm/contents/Ggplot2.zip?ref=master,https://github.com/rladies/meetup-presentations_stockholm/blob/master/Ggplot2.zip,https://api.github.com/repos/rladies/meetup-presentations_stockholm/git/blobs/01ba633860d86f3a7bfa2199723baab8c8f5bd8e,https://raw.githubusercontent.com/rladies/meetup-presentations_stockholm/master/Ggplot2.zip,file,Stockholm,ggplot
R Ladies introductionToML(),R Ladies introductionToML(),57ac2ebabc62ef2853e6f29de563d9f14d3f4bf6,2233857,https://api.github.com/repos/rladies/meetup-presentations_stockholm/contents/R_Ladies_introductionToML(1).pdf?ref=master,https://github.com/rladies/meetup-presentations_stockholm/blob/master/R_Ladies_introductionToML(1).pdf,https://api.github.com/repos/rladies/meetup-presentations_stockholm/git/blobs/57ac2ebabc62ef2853e6f29de563d9f14d3f4bf6,https://raw.githubusercontent.com/rladies/meetup-presentations_stockholm/master/R_Ladies_introductionToML(1).pdf,file,Stockholm,Intro
Rmarkdown.zip,Rmarkdown.zip,032dc4a3ae561bc39f740d85abbd91b9d8024233,1894331,https://api.github.com/repos/rladies/meetup-presentations_stockholm/contents/Rmarkdown.zip?ref=master,https://github.com/rladies/meetup-presentations_stockholm/blob/master/Rmarkdown.zip,https://api.github.com/repos/rladies/meetup-presentations_stockholm/git/blobs/032dc4a3ae561bc39f740d85abbd91b9d8024233,https://raw.githubusercontent.com/rladies/meetup-presentations_stockholm/master/Rmarkdown.zip,file,Stockholm,rmarkdown
Shiny ada conference,Shiny ada conference,9728f9033e1aca7393ff2bedb9a453ac428d9631,406947,https://api.github.com/repos/rladies/meetup-presentations_stockholm/contents/Shiny%20ada%20conference.pdf?ref=master,https://github.com/rladies/meetup-presentations_stockholm/blob/master/Shiny%20ada%20conference.pdf,https://api.github.com/repos/rladies/meetup-presentations_stockholm/git/blobs/9728f9033e1aca7393ff2bedb9a453ac428d9631,https://raw.githubusercontent.com/rladies/meetup-presentations_stockholm/master/Shiny%20ada%20conference.pdf,file,Stockholm,shiny
R Ladies GitHub Presentation,R Ladies GitHub Presentation,653d5cad0f9dd59d90a28792b20e80b62fbb4443,650807,https://api.github.com/repos/rladies/meetup-presentations_tampa/contents/R%20Ladies%20GitHub%20Presentation.pptx?ref=master,https://github.com/rladies/meetup-presentations_tampa/blob/master/R%20Ladies%20GitHub%20Presentation.pptx,https://api.github.com/repos/rladies/meetup-presentations_tampa/git/blobs/653d5cad0f9dd59d90a28792b20e80b62fbb4443,https://raw.githubusercontent.com/rladies/meetup-presentations_tampa/master/R%20Ladies%20GitHub%20Presentation.pptx,file,Tampa,git
    dataviz,    dataviz,0e83ca9ebbfd5498125bea193472f5ebfc7c092e,0,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/contents/2017_01_26_5_dataviz?ref=master,https://github.com/rladies/meetup-presentations_tbilisi/tree/master/2017_01_26_5_dataviz,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/git/trees/0e83ca9ebbfd5498125bea193472f5ebfc7c092e,NA,dir,Tbilisi,Data Vizualization
    scraping data,    scraping data,01235bacbdd237858a06e73b1ebe060aaeb0591a,0,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/contents/2017_02_09_6_scraping_data?ref=master,https://github.com/rladies/meetup-presentations_tbilisi/tree/master/2017_02_09_6_scraping_data,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/git/trees/01235bacbdd237858a06e73b1ebe060aaeb0591a,NA,dir,Tbilisi,Web scrapping
   shiny,   shiny,0731cb9713b887ae1209bdecd7d93ae2f04945cd,0,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/contents/2017_04_12_shiny?ref=master,https://github.com/rladies/meetup-presentations_tbilisi/tree/master/2017_04_12_shiny,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/git/trees/0731cb9713b887ae1209bdecd7d93ae2f04945cd,NA,dir,Tbilisi,shiny
   Shiny,   Shiny,c6b6e7e3e4b12086b236550a0553f7b0fe8f3485,0,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/contents/2017_10_18_Shiny?ref=master,https://github.com/rladies/meetup-presentations_tbilisi/tree/master/2017_10_18_Shiny,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/git/trees/c6b6e7e3e4b12086b236550a0553f7b0fe8f3485,NA,dir,Tbilisi,shiny
   Machine learning,   Machine learning,2486e7b04e680637140a70ab68f98f9062c56f22,0,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/contents/2017_10_23_Machine_learning?ref=master,https://github.com/rladies/meetup-presentations_tbilisi/tree/master/2017_10_23_Machine_learning,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/git/trees/2486e7b04e680637140a70ab68f98f9062c56f22,NA,dir,Tbilisi,Machine learning
   CapeTown dataviz,   CapeTown dataviz,e1ffe8792a1bd77a1612028c6d01e81320bc9069,0,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/contents/2017_11_04_CapeTown_dataviz?ref=master,https://github.com/rladies/meetup-presentations_tbilisi/tree/master/2017_11_04_CapeTown_dataviz,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/git/trees/e1ffe8792a1bd77a1612028c6d01e81320bc9069,NA,dir,Tbilisi,Data Vizualization
   package development,   package development,34ca39b2e3baaf638f364179e65661f1132aeacd,0,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/contents/2017_11_22_package_development?ref=master,https://github.com/rladies/meetup-presentations_tbilisi/tree/master/2017_11_22_package_development,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/git/trees/34ca39b2e3baaf638f364179e65661f1132aeacd,NA,dir,Tbilisi,Package
   datatypes dplyr,   datatypes dplyr,5ae8a254167d6243d8861e9ef06012062742dcec,0,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/contents/2017_12_14_datatypes_dplyr?ref=master,https://github.com/rladies/meetup-presentations_tbilisi/tree/master/2017_12_14_datatypes_dplyr,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/git/trees/5ae8a254167d6243d8861e9ef06012062742dcec,NA,dir,Tbilisi,dplyr
r package nutsa,r package nutsa,39dcd50b85e9689c0b6d88f32f54eba264d253b8,0,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/contents/r_package_nutsa?ref=master,https://github.com/rladies/meetup-presentations_tbilisi/tree/master/r_package_nutsa,https://api.github.com/repos/rladies/meetup-presentations_tbilisi/git/trees/39dcd50b85e9689c0b6d88f32f54eba264d253b8,NA,dir,Tbilisi,Package
  intro to rstudio,  intro to rstudio,1f891336fa2ea28038071f4bef3b7922f8dd6e24,11233,https://api.github.com/repos/rladies/Presentations/contents/2017-12-05-intro-to-rstudio.Rmd?ref=master,https://github.com/rladies/Presentations/blob/master/2017-12-05-intro-to-rstudio.Rmd,https://api.github.com/repos/rladies/Presentations/git/blobs/1f891336fa2ea28038071f4bef3b7922f8dd6e24,https://raw.githubusercontent.com/rladies/Presentations/master/2017-12-05-intro-to-rstudio.Rmd,file,NA,RStudio
Git and Github for the UseR,Git and Github for the UseR,c7fd84ce9af71c0dec6f9a6062c184732ad79dac,17552,https://api.github.com/repos/rladies/Presentations/contents/Git_and_Github_for_the_UseR.Rmd?ref=master,https://github.com/rladies/Presentations/blob/master/Git_and_Github_for_the_UseR.Rmd,https://api.github.com/repos/rladies/Presentations/git/blobs/c7fd84ce9af71c0dec6f9a6062c184732ad79dac,https://raw.githubusercontent.com/rladies/Presentations/master/Git_and_Github_for_the_UseR.Rmd,file,NA,git
ManipulatingData dplyr,ManipulatingData dplyr,7705a9cd1a781803d5f9b7b43ff173b766cdb10a,16398,https://api.github.com/repos/rladies/Presentations/contents/ManipulatingData_dplyr.Rmd?ref=master,https://github.com/rladies/Presentations/blob/master/ManipulatingData_dplyr.Rmd,https://api.github.com/repos/rladies/Presentations/git/blobs/7705a9cd1a781803d5f9b7b43ff173b766cdb10a,https://raw.githubusercontent.com/rladies/Presentations/master/ManipulatingData_dplyr.Rmd,file,NA,dplyr
Summer of Data Science Book Club   ggplot,Summer of Data Science Book Club   ggplot,19d39f22ce9414e664740879a632aa60de1a16f4,21565,https://api.github.com/repos/rladies/Presentations/contents/Summer%20of%20Data%20Science%20Book%20Club%20-%20ggplot2.R?ref=master,https://github.com/rladies/Presentations/blob/master/Summer%20of%20Data%20Science%20Book%20Club%20-%20ggplot2.R,https://api.github.com/repos/rladies/Presentations/git/blobs/19d39f22ce9414e664740879a632aa60de1a16f4,https://raw.githubusercontent.com/rladies/Presentations/master/Summer%20of%20Data%20Science%20Book%20Club%20-%20ggplot2.R,file,NA,ggplot
 RStudio Conf eposter, RStudio Conf eposter,9634e377b64f00364dc49abb834c90351afeeabc,0,https://api.github.com/repos/rladies/rladies_global_presentations/contents/20190116_RStudio_Conf_eposter?ref=master,https://github.com/rladies/rladies_global_presentations/tree/master/20190116_RStudio_Conf_eposter,https://api.github.com/repos/rladies/rladies_global_presentations/git/trees/9634e377b64f00364dc49abb834c90351afeeabc,NA,dir,Global_presentations,RStudio
