name,path,sha,size,url,html_url,git_url,download_url,type,repo
WebscrapingTidyverse,WebscrapingTidyverse,f6adc80bde205532f9744dff78a57b8d797aa990,0,https://api.github.com/repos/rladies/meetup-presentations_ames/contents/WebscrapingTidyverse?ref=master,https://github.com/rladies-ames/WebscrapingTidyverse/tree/f6adc80bde205532f9744dff78a57b8d797aa990,https://api.github.com/repos/rladies-ames/WebscrapingTidyverse/git/trees/f6adc80bde205532f9744dff78a57b8d797aa990,NA,file,meetup-presentations_ames
git-ladies,git-ladies,ef4535617cae6b4ecea9de2f3520788e2e19d28a,0,https://api.github.com/repos/rladies/meetup-presentations_ames/contents/git-ladies?ref=master,https://github.com/rladies-ames/git-ladies/tree/ef4535617cae6b4ecea9de2f3520788e2e19d28a,https://api.github.com/repos/rladies-ames/git-ladies/git/trees/ef4535617cae6b4ecea9de2f3520788e2e19d28a,NA,file,meetup-presentations_ames
magic-tidying-data,magic-tidying-data,6339454d192592036e0f49d54a3cf9b093c7e765,0,https://api.github.com/repos/rladies/meetup-presentations_ames/contents/magic-tidying-data?ref=master,https://github.com/rladies-ames/magic-tidying-data/tree/6339454d192592036e0f49d54a3cf9b093c7e765,https://api.github.com/repos/rladies-ames/magic-tidying-data/git/trees/6339454d192592036e0f49d54a3cf9b093c7e765,NA,file,meetup-presentations_ames
538-master,538-master,6937078784ee9d99be5521180b42e6c6be4c1228,0,https://api.github.com/repos/rladies/meetup-presentations_athens-ga/contents/538-master?ref=master,https://github.com/rladies/meetup-presentations_athens-ga/tree/master/538-master,https://api.github.com/repos/rladies/meetup-presentations_athens-ga/git/trees/6937078784ee9d99be5521180b42e6c6be4c1228,NA,dir,meetup-presentations_athens-ga
2017-12_R-Ladies_Auckland_Launch.pptx,2017-12_R-Ladies_Auckland_Launch.pptx,f19a0c487718765728d9e303810c0d9bb0a992cd,1548231,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2017-12_R-Ladies_Auckland_Launch.pptx?ref=master,https://github.com/rladies/meetup-presentations_auckland/blob/master/2017-12_R-Ladies_Auckland_Launch.pptx,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/blobs/f19a0c487718765728d9e303810c0d9bb0a992cd,https://raw.githubusercontent.com/rladies/meetup-presentations_auckland/master/2017-12_R-Ladies_Auckland_Launch.pptx,file,meetup-presentations_auckland
2017-12_tidyverse-6-auckland.pdf,2017-12_tidyverse-6-auckland.pdf,ffa577020fc491b8926b0e4027dfc6eab9733197,3148726,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2017-12_tidyverse-6-auckland.pdf?ref=master,https://github.com/rladies/meetup-presentations_auckland/blob/master/2017-12_tidyverse-6-auckland.pdf,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/blobs/ffa577020fc491b8926b0e4027dfc6eab9733197,https://raw.githubusercontent.com/rladies/meetup-presentations_auckland/master/2017-12_tidyverse-6-auckland.pdf,file,meetup-presentations_auckland
2018-03_Dive_into_dplyr,2018-03_Dive_into_dplyr,413bb3a624eee9976c57a72cebffedb2fc8c7f6e,0,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-03_Dive_into_dplyr?ref=master,https://github.com/rladies/meetup-presentations_auckland/tree/master/2018-03_Dive_into_dplyr,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/trees/413bb3a624eee9976c57a72cebffedb2fc8c7f6e,NA,dir,meetup-presentations_auckland
2018-03_rOpenSci.pdf,2018-03_rOpenSci.pdf,5419f61fa060df50f475d2c923c074a10a299d61,18259285,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-03_rOpenSci.pdf?ref=master,https://github.com/rladies/meetup-presentations_auckland/blob/master/2018-03_rOpenSci.pdf,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/blobs/5419f61fa060df50f475d2c923c074a10a299d61,https://raw.githubusercontent.com/rladies/meetup-presentations_auckland/master/2018-03_rOpenSci.pdf,file,meetup-presentations_auckland
2018-05_Harry_Potter_and_the_Rvest_of_Fanfiction.Rmd,2018-05_Harry_Potter_and_the_Rvest_of_Fanfiction.Rmd,800a80e11144e99157ebabe92c943fa70618c4b9,931,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-05_Harry_Potter_and_the_Rvest_of_Fanfiction.Rmd?ref=master,https://github.com/rladies/meetup-presentations_auckland/blob/master/2018-05_Harry_Potter_and_the_Rvest_of_Fanfiction.Rmd,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/blobs/800a80e11144e99157ebabe92c943fa70618c4b9,https://raw.githubusercontent.com/rladies/meetup-presentations_auckland/master/2018-05_Harry_Potter_and_the_Rvest_of_Fanfiction.Rmd,file,meetup-presentations_auckland
2018-08_Intro_to_R_Notes.Rmd,2018-08_Intro_to_R_Notes.Rmd,e307e96f95515f268f3d90fc7ea71951b96d6473,10288,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-08_Intro_to_R_Notes.Rmd?ref=master,https://github.com/rladies/meetup-presentations_auckland/blob/master/2018-08_Intro_to_R_Notes.Rmd,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/blobs/e307e96f95515f268f3d90fc7ea71951b96d6473,https://raw.githubusercontent.com/rladies/meetup-presentations_auckland/master/2018-08_Intro_to_R_Notes.Rmd,file,meetup-presentations_auckland
2018-08_Intro_to_R_Pres.Rmd,2018-08_Intro_to_R_Pres.Rmd,922e9762877b97d77bde5f0a887c9ca1655f58bd,11625,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-08_Intro_to_R_Pres.Rmd?ref=master,https://github.com/rladies/meetup-presentations_auckland/blob/master/2018-08_Intro_to_R_Pres.Rmd,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/blobs/922e9762877b97d77bde5f0a887c9ca1655f58bd,https://raw.githubusercontent.com/rladies/meetup-presentations_auckland/master/2018-08_Intro_to_R_Pres.Rmd,file,meetup-presentations_auckland
2018-09_creating_maps,2018-09_creating_maps,6ac16e4a92856ca91b16f4e2ce59ec60635e1996,0,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-09_creating_maps?ref=master,https://github.com/rladies/meetup-presentations_auckland/tree/master/2018-09_creating_maps,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/trees/6ac16e4a92856ca91b16f4e2ce59ec60635e1996,NA,dir,meetup-presentations_auckland
2018-10_powerpixels,2018-10_powerpixels,e44a3045c99f8895ae0a53a11e1c4556f2157a6e,0,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-10_powerpixels?ref=master,https://github.com/rladies/meetup-presentations_auckland/tree/master/2018-10_powerpixels,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/trees/e44a3045c99f8895ae0a53a11e1c4556f2157a6e,NA,dir,meetup-presentations_auckland
2018-11_telling_stories,2018-11_telling_stories,152ea6e935db372c6ace9e4469b2c71590eca1f4,0,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-11_telling_stories?ref=master,https://github.com/rladies/meetup-presentations_auckland/tree/master/2018-11_telling_stories,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/trees/152ea6e935db372c6ace9e4469b2c71590eca1f4,NA,dir,meetup-presentations_auckland
2019-02_Hands_onIntro_SQL_and_R.Rmd,2019-02_Hands_onIntro_SQL_and_R.Rmd,76b68b8fc800e0f139bc381deead1f41c6523d48,62,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2019-02_Hands_onIntro_SQL_and_R.Rmd?ref=master,https://github.com/rladies/meetup-presentations_auckland/blob/master/2019-02_Hands_onIntro_SQL_and_R.Rmd,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/blobs/76b68b8fc800e0f139bc381deead1f41c6523d48,https://raw.githubusercontent.com/rladies/meetup-presentations_auckland/master/2019-02_Hands_onIntro_SQL_and_R.Rmd,file,meetup-presentations_auckland
2019-06_Lightning_talks,2019-06_Lightning_talks,e49e08f0f97c8768936b903b94986aaedaa0b57a,0,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2019-06_Lightning_talks?ref=master,https://github.com/rladies/meetup-presentations_auckland/tree/master/2019-06_Lightning_talks,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/trees/e49e08f0f97c8768936b903b94986aaedaa0b57a,NA,dir,meetup-presentations_auckland
012419_MeetupMaterials,012419_MeetupMaterials,02f91983cfe5e98b2ac5fbf422af4fe561c26c23,0,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/012419_MeetupMaterials?ref=master,https://github.com/rladies/meetup-presentations_baltimore/tree/master/012419_MeetupMaterials,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/trees/02f91983cfe5e98b2ac5fbf422af4fe561c26c23,NA,dir,meetup-presentations_baltimore
052219_MeetupMaterials,052219_MeetupMaterials,0635ac0fe01dea3a91c8dba85ec36ffd72e79a96,0,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/052219_MeetupMaterials?ref=master,https://github.com/rladies/meetup-presentations_baltimore/tree/master/052219_MeetupMaterials,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/trees/0635ac0fe01dea3a91c8dba85ec36ffd72e79a96,NA,dir,meetup-presentations_baltimore
20180524_launch.md,20180524_launch.md,e71a41e0e1b473cf4457eb8a32fd106e53fe73dd,454,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20180524_launch.md?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/20180524_launch.md,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/e71a41e0e1b473cf4457eb8a32fd106e53fe73dd,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/20180524_launch.md,file,meetup-presentations_baltimore
20180925_conferenceroundup.md,20180925_conferenceroundup.md,d15d57c291c4eba16742ed0174e406c102790690,620,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20180925_conferenceroundup.md?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/20180925_conferenceroundup.md,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/d15d57c291c4eba16742ed0174e406c102790690,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/20180925_conferenceroundup.md,file,meetup-presentations_baltimore
20181114_industry.md,20181114_industry.md,5ebcc2ccf0ed41412d635c9e6ae624337fb15307,717,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20181114_industry.md?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/20181114_industry.md,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/5ebcc2ccf0ed41412d635c9e6ae624337fb15307,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/20181114_industry.md,file,meetup-presentations_baltimore
20190313_tidyverse.md,20190313_tidyverse.md,956635bf6fc4ca2efc3131e6cdd3284473bd0b48,524,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20190313_tidyverse.md?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/20190313_tidyverse.md,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/956635bf6fc4ca2efc3131e6cdd3284473bd0b48,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/20190313_tidyverse.md,file,meetup-presentations_baltimore
20190918_rmarkdown_dataviz.Rmd,20190918_rmarkdown_dataviz.Rmd,12764d759a05987ae56b2608ac3da4ebcd642ac1,4014,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20190918_rmarkdown_dataviz.Rmd?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/20190918_rmarkdown_dataviz.Rmd,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/12764d759a05987ae56b2608ac3da4ebcd642ac1,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/20190918_rmarkdown_dataviz.Rmd,file,meetup-presentations_baltimore
20190918_rmarkdown_slides,20190918_rmarkdown_slides,b393bdfdcf12be32016ca0842d5d2e7f23fc9504,0,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20190918_rmarkdown_slides?ref=master,https://github.com/rladies/meetup-presentations_baltimore/tree/master/20190918_rmarkdown_slides,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/trees/b393bdfdcf12be32016ca0842d5d2e7f23fc9504,NA,dir,meetup-presentations_baltimore
20191122_MeetupMaterials,20191122_MeetupMaterials,9d46f692f4629863da8c6d6df598a19709e8bd0c,0,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20191122_MeetupMaterials?ref=master,https://github.com/rladies/meetup-presentations_baltimore/tree/master/20191122_MeetupMaterials,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/trees/9d46f692f4629863da8c6d6df598a19709e8bd0c,NA,dir,meetup-presentations_baltimore
20200129_shiny.md,20200129_shiny.md,d9b1da70008e63d388e68aae90687ca7ce17913b,751,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20200129_shiny.md?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/20200129_shiny.md,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/d9b1da70008e63d388e68aae90687ca7ce17913b,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/20200129_shiny.md,file,meetup-presentations_baltimore
meetup-presentations_baltimore.Rproj,meetup-presentations_baltimore.Rproj,8e3c2ebc99e2e337f7d69948b93529a437590b27,205,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/meetup-presentations_baltimore.Rproj?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/meetup-presentations_baltimore.Rproj,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/8e3c2ebc99e2e337f7d69948b93529a437590b27,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/meetup-presentations_baltimore.Rproj,file,meetup-presentations_baltimore
20170115_rmarkdown,20170115_rmarkdown,fad8f1ae4bf7eb20e6a09b1098413d790d6d04d5,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20170115_rmarkdown?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20170115_rmarkdown,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/fad8f1ae4bf7eb20e6a09b1098413d790d6d04d5,NA,dir,meetup-presentations_barcelona
20170320_introtodplyrtidyr,20170320_introtodplyrtidyr,e8a927f8884afba4021d874d7bebb636a5be8610,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20170320_introtodplyrtidyr?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20170320_introtodplyrtidyr,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/e8a927f8884afba4021d874d7bebb636a5be8610,NA,dir,meetup-presentations_barcelona
20170424_rbokeh,20170424_rbokeh,f62b54452489ba87c4483c5ee975a4446f6ee37b,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20170424_rbokeh?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20170424_rbokeh,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/f62b54452489ba87c4483c5ee975a4446f6ee37b,NA,dir,meetup-presentations_barcelona
20170612_bioinformatics,20170612_bioinformatics,304f3c54e418383295610ceb5c71f9607198c541,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20170612_bioinformatics?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20170612_bioinformatics,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/304f3c54e418383295610ceb5c71f9607198c541,NA,dir,meetup-presentations_barcelona
20170927_ggplot2,20170927_ggplot2,a5a90699e3ea438b6fa505eff0842bb4a9b54284,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20170927_ggplot2?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20170927_ggplot2,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/a5a90699e3ea438b6fa505eff0842bb4a9b54284,NA,dir,meetup-presentations_barcelona
20190213_rladiesRelaunch,20190213_rladiesRelaunch,0d67d43d2bcd45816094777d59338821bb2b4266,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20190213_rladiesRelaunch?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20190213_rladiesRelaunch,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/0d67d43d2bcd45816094777d59338821bb2b4266,NA,dir,meetup-presentations_barcelona
20190328_introR,20190328_introR,d7c19074da7697c7dd3ea548c4d574f8449f0b70,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20190328_introR?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20190328_introR,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/d7c19074da7697c7dd3ea548c4d574f8449f0b70,NA,dir,meetup-presentations_barcelona
20181203_Kickoff,20181203_Kickoff,4d6448c7c757ff3daadaea82cf4883703ab214fd,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/20181203_Kickoff?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/20181203_Kickoff,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/4d6448c7c757ff3daadaea82cf4883703ab214fd,NA,dir,meetup-presentations_bari
201901 - Gen,201901 - Gen,f230be099897cd76512c05b02a57f84a3f88bf5f,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/201901%20-%20Gen?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/201901%20-%20Gen,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/f230be099897cd76512c05b02a57f84a3f88bf5f,NA,dir,meetup-presentations_bari
201903 - Marzo,201903 - Marzo,cd85f99164a3b41f1686fe5b95ad4b019eab14bb,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/201903%20-%20Marzo?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/201903%20-%20Marzo,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/cd85f99164a3b41f1686fe5b95ad4b019eab14bb,NA,dir,meetup-presentations_bari
201904 - Aprile,201904 - Aprile,d802eafc5f814fbf815938b79d7d16aeea0df053,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/201904%20-%20Aprile?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/201904%20-%20Aprile,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/d802eafc5f814fbf815938b79d7d16aeea0df053,NA,dir,meetup-presentations_bari
201905 - Maggio,201905 - Maggio,597b32993b58aba830779d4410e6609ee9d54b86,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/201905%20-%20Maggio?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/201905%20-%20Maggio,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/597b32993b58aba830779d4410e6609ee9d54b86,NA,dir,meetup-presentations_bari
201906 - Giugno,201906 - Giugno,0b14d38eea045e21deb7c3004337f2c49c867339,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/201906%20-%20Giugno?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/201906%20-%20Giugno,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/0b14d38eea045e21deb7c3004337f2c49c867339,NA,dir,meetup-presentations_bari
201907 - Luglio,201907 - Luglio,bbd9c544a9dc9449e456f74d93baeff2708da98f,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/201907%20-%20Luglio?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/201907%20-%20Luglio,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/bbd9c544a9dc9449e456f74d93baeff2708da98f,NA,dir,meetup-presentations_bari
202001 - Gennaio,202001 - Gennaio,108adb37ece30747a26d576d993d297a9ef55240,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/202001%20-%20Gennaio?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/202001%20-%20Gennaio,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/108adb37ece30747a26d576d993d297a9ef55240,NA,dir,meetup-presentations_bari
202002 - Febbraio,202002 - Febbraio,60da63aa490bbdcac7458422864a6a8e2de17e69,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/202002%20-%20Febbraio?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/202002%20-%20Febbraio,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/60da63aa490bbdcac7458422864a6a8e2de17e69,NA,dir,meetup-presentations_bari
Cattura.PNG,Cattura.PNG,d1084ac9925fe3be73edd6464dbe85f866bb5de8,221303,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/Cattura.PNG?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/Cattura.PNG,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/d1084ac9925fe3be73edd6464dbe85f866bb5de8,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/Cattura.PNG,file,meetup-presentations_bari
Ci è dispiaciuto non vederti.txt,Ci è dispiaciuto non vederti.txt,aae782394ca034cfd9857a87cd9e6d07c545d493,608,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/Ci%20%C3%A8%20dispiaciuto%20non%20vederti.txt?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/Ci%20%C3%A8%20dispiaciuto%20non%20vederti.txt,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/aae782394ca034cfd9857a87cd9e6d07c545d493,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/Ci%20%C3%A8%20dispiaciuto%20non%20vederti.txt,file,meetup-presentations_bari
Evento 8 Marzo - Poliba,Evento 8 Marzo - Poliba,1217353cee7c48c450ed35a5250484bd7adadbd9,0,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/Evento%208%20Marzo%20-%20Poliba?ref=master,https://github.com/rladies/meetup-presentations_bari/tree/master/Evento%208%20Marzo%20-%20Poliba,https://api.github.com/repos/rladies/meetup-presentations_bari/git/trees/1217353cee7c48c450ed35a5250484bd7adadbd9,NA,dir,meetup-presentations_bari
Invitation Letter R-Ladies Bari.docx,Invitation Letter R-Ladies Bari.docx,170f4298b47731242d299e1e3151ba346c3e5848,267009,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/Invitation%20Letter%20R-Ladies%20Bari.docx?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/Invitation%20Letter%20R-Ladies%20Bari.docx,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/170f4298b47731242d299e1e3151ba346c3e5848,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/Invitation%20Letter%20R-Ladies%20Bari.docx,file,meetup-presentations_bari
Invitation Letter R-Ladies Bari.pdf,Invitation Letter R-Ladies Bari.pdf,faa23bc38cc7032514993255bbca60e86fd2c037,139701,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/Invitation%20Letter%20R-Ladies%20Bari.pdf?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/Invitation%20Letter%20R-Ladies%20Bari.pdf,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/faa23bc38cc7032514993255bbca60e86fd2c037,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/Invitation%20Letter%20R-Ladies%20Bari.pdf,file,meetup-presentations_bari
LookingForHost&Speakers.pdf,LookingForHost&Speakers.pdf,6af6a04c26fbe8cdf760225f0658cb238b8c2b50,1072588,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/LookingForHost&Speakers.pdf?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/LookingForHost&Speakers.pdf,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/6af6a04c26fbe8cdf760225f0658cb238b8c2b50,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/LookingForHost%26Speakers.pdf,file,meetup-presentations_bari
LookingForSpeakers.pdf,LookingForSpeakers.pdf,623567ad6362396f9bc9ab3db40cae87c4c5288b,965289,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/LookingForSpeakers.pdf?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/LookingForSpeakers.pdf,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/623567ad6362396f9bc9ab3db40cae87c4c5288b,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/LookingForSpeakers.pdf,file,meetup-presentations_bari
LookingForSpeakers.pptx,LookingForSpeakers.pptx,fec09709a07defd456094bd33a63518b130f8057,7534503,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/LookingForSpeakers.pptx?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/LookingForSpeakers.pptx,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/fec09709a07defd456094bd33a63518b130f8057,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/LookingForSpeakers.pptx,file,meetup-presentations_bari
"R-Ladies Bari, vi augura buone feste.jpg","R-Ladies Bari, vi augura buone feste.jpg",da6cb76369bc0426645656b463a842607abb65ed,220880,"https://api.github.com/repos/rladies/meetup-presentations_bari/contents/R-Ladies%20Bari,%20vi%20augura%20buone%20feste.jpg?ref=master","https://github.com/rladies/meetup-presentations_bari/blob/master/R-Ladies%20Bari,%20vi%20augura%20buone%20feste.jpg",https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/da6cb76369bc0426645656b463a842607abb65ed,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/R-Ladies%20Bari%2C%20vi%20augura%20buone%20feste.jpg,file,meetup-presentations_bari
auguri-di-buon-natale-e-modelli-di-felice-anno-nuovo-2020-con-bellissimi-disegni-di-carta-tagliati-a-neve-e-inverno_38689-537.jpg,auguri-di-buon-natale-e-modelli-di-felice-anno-nuovo-2020-con-bellissimi-disegni-di-carta-tagliati-a-neve-e-inverno_38689-537.jpg,706d3b3f984612aa4678f838ae91a24b568fc6a6,105239,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/auguri-di-buon-natale-e-modelli-di-felice-anno-nuovo-2020-con-bellissimi-disegni-di-carta-tagliati-a-neve-e-inverno_38689-537.jpg?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/auguri-di-buon-natale-e-modelli-di-felice-anno-nuovo-2020-con-bellissimi-disegni-di-carta-tagliati-a-neve-e-inverno_38689-537.jpg,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/706d3b3f984612aa4678f838ae91a24b568fc6a6,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/auguri-di-buon-natale-e-modelli-di-felice-anno-nuovo-2020-con-bellissimi-disegni-di-carta-tagliati-a-neve-e-inverno_38689-537.jpg,file,meetup-presentations_bari
call for sp.PNG,call for sp.PNG,6e0b4eeac3fa87d46cc5e66540d362d0f9b09ef4,101707,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/call%20for%20sp.PNG?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/call%20for%20sp.PNG,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/6e0b4eeac3fa87d46cc5e66540d362d0f9b09ef4,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/call%20for%20sp.PNG,file,meetup-presentations_bari
